date,company,category,various_applications,aircraft,location
8/25/15,Neil B. Sulish,Utilities/Energy/Infrastructure,False,"DJI Phantom 3 Professional, DJI Inspire 1",NJ
8/25/15,"Modern Technology Solutions, Inc.","Utilities/Energy/Infrastructure, Agriculture",False,C-Astral Aerospace BRAMOR rTK,VA
8/26/15,Filmed Imagination,Photo/Film,False,DJI Phantom 2,CA
8/26/15,Blue Skies Ahead Inc,"Photo/Film, Emergency Services",False,DJI Phantom 3 Advanced,FL
8/26/15,SkyVue Technologies LLC,"Photo/Film, Real Estate, Construction, Agriculture",True,"DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1",VA
8/26/15,Matt Shelton,Real Estate,False,DJI Phantom 2,TN
8/26/15,Flight AV Inc,Photo/Film,False,xFold Cinema Heavy Lifter,IL
8/26/15,Patrick C Randall,"Photo/Film, Construction, Real Estate",False,"DJI Phantom 3 Vision+, DJI Inspire 1",CA
8/26/15,Andres Penso,Photo/Film,False,DJI Inspire 1,VA
8/26/15,Gregory B. Mays,Real Estate,False,"DJI Phantom 2 Vision, DJI Inspire 1",VA
8/26/15,Nate Wyeth,"Photo/Film, Real Estate, Construction",False,DJI Phantom 3,OR
8/26/15,Mark D Dieckmann,"Photo/Film, Real Estate",False,DJI Phantom 2 Vision+,TX
8/26/15,OffTheGround,"Construction, Real Estate",False,DJI Phantom 2 Vision+,AZ
8/26/15,Matthew Robert Pearce,Photo/Film,False,"DJI Inspire 1, Yuneeq Q500 Typhoon",FL
8/26/15,Peter Sachs Esq,Photo/Film,False,Tailor Toys PowerUp 3.0,CT
8/26/15,AirGon LLC,"Utilities/Energy/Infrastructure, Construction",False,AV-900,AL
8/26/15,Jesse Slesar,Photo/Film,False,"DJI Phantom 2, Syndrone",WA
8/26/15,Flightline Geographics LLC,"Agriculture, Insurance, Construction, Government Contracting, Utilities/Energy/Infrastructure",True,RQ-265,TX
8/26/15,MotoMon Corporation,"Government Contracting, Emergency Services",False,Hubsan H109S,FL
8/26/15,Tonon USA,"Utilities/Energy/Infrastructure, Construction",False,CineCopter II,TX
8/26/15,SkyNet Aerial Media LLC,Photo/Film,False,"DJI Phantom 3, Vulcan BW950",FL
8/26/15,Woods Hole Oceanographic Institution,Scientific Studies,False,"APH-J22, Mariner, DJI Phantom 2 Vision+",MA
8/26/15,Digital GIS LLC,Photo/Film,False,"3D Robotics Solo, Sensefly eBee",FL
8/26/15,Colorado Aerial Imaging LLC,"Emergency Services, Utilities/Energy/Infrastructure",False,"DJI Flame Wheel F450, DJI Phantom 2 Vision+, Quanum 680 UC Pro Hex-Copter",CO
8/26/15,Remote Control Video Productions LLC,Photo/Film,False,"DJI Inspire 1, DJI S1000+",TX
8/26/15,Gary Buzel,"Photo/Film, Emergency Services",False,DJI Inspire 1,CA
8/27/15,"Force 4 Photography, LLC","Photo/Film, Education, Emergency Services",False,"DJI Phantom 2 Vision+, DJI Phantom 3 Professional, DJI Inspire 1",MA
8/27/15,"Revolution UAS, LLC","Construction, Agriculture, Utilities/Energy/Infrastructure, Emergency Services, Real Estate",True,DJI S900,AZ
8/27/15,"Raven Executive & Security Services, Inc","Utilities/Energy/Infrastructure, Agriculture, Insurance",True,"DJI Phantom 2 Vision+, DJI Inspire 1, DJI S1000",MI
8/27/15,"OxySure Systems, Inc.",Emergency Services,False,"DJI Inspire 1, DJI Phantom 2, DJI Phantom 2 Vision, DJI S900, DJI S1000+",TX
8/27/15,UAS Maui,"Education, Photo/Film, Emergency Services",False,"DJI Phantom II, Cheerson CX20, Yuneec Q500",HI
8/27/15,"AirGo Media, LLC","Photo/Film, Agriculture",False,"DJI Inspire 1, DJI S900",OH
8/27/15,Skycam Media,Photo/Film,False,"DT C8S1300mm Octocopter, Sky Hero Spyder 6 1000mm Hex, SkyCam Frame 4 1000mm Quad, DJI Inspire 1, DJI Phantom 3 Professional",TX
8/27/15,"Modovolate Aviation, LLC",Photo/Film,False,"DJI Phantom 3, DJI Inspire, Cinestar 8 HL, 3DRobotics IRIS+, FreeFly ALTA",IL
8/27/15,"SkyNet Aerial Media, LLC",Photo/Film,False,"Vulcan UAV, SkyHero",FL
8/27/15,Green Bee LLC,"Utilities/Energy/Infrastructure, Photo/Film, Agriculture, Conservation, Construction",True,"DJI Phantom, DJI Matrix",CO
8/27/15,RC Aztec Enterpriese Inc,"Agriculture, Utilities/Energy/Infrastructure, Conservation, Construction, Real Estate",True,"DJI Phantom 2 Vision Plus, DJI Inspire 1, DJI S- 900, RF- 70",IL
8/27/15,Monar Aero,"Manufacturer, Photo/Film",False,"Monar Aero X8, Monar Aero V4",IL
8/28/15,Allied Drones,"Utilities/Energy/Infrastructure, Manufacturer",False,Allied Drones HV 44 tethered unmanned aircraft system,CA
8/28/15,Measure,Other,False,300+ Models,DC
8/28/15,NewFields Knowledge Management,Utilities/Energy/Infrastructure,False,SenseFly eBee,CO
8/28/15,Alert Enterprises,"Photo/Film, Real Estate",False,DJI Phantom 2,PA
8/28/15,Cody Anderson,"Photo/Film, Agriculture, Construction",False,Quantum Nova,WA
8/28/15,Ryan Switala,Photo/Film,False,JJRC H16 YiZhan Tarantula X6,MI
8/28/15,Adam J Bausch,"Emergency Services, Government Contracting, Conservation, Utilities/Energy/Infrastructure",True,"3D Robotics Aero-M, 3D Robotics Y6, ZetaScience FX- 79, DJI S1000+",FL
8/28/15,Above All Imaging,"Photo/Film, Emergency Services, Utilities/Energy/Infrastructure",True,"CarbonCore H650, DJI F550 Flamewheel",CO
8/28/15,IR DISTRO INC,"Photo/Film, Emergency Services, Utilities/Energy/Infrastructure",True,"ProSearch XLF Hex, ProCargo XLF x8, DJI Phantom 3",MI
8/28/15,RPSearch Services Inc,Emergency Services,False,"RP Flight Systems Spectra AP, DJI Inspire 1",TX
8/28/15,Strat Aero International Inc,"Photo/Film, Security Services",False,"Aerialtronics Altura Zenith ATX8, STR8, Aeryon Labs SkyRanger, DJI S1000",TX
8/28/15,Duke University,"Scientific Studies, Conservation",False,"SenseFly eBee, Mikrokopter Hex XL, Freefly CineStar 6",NC
8/28/15,Elevated Productions LLC,Photo/Film,False,Mid Atlantic X8,FL
8/28/15,Unlimited Aerial Systems,Photo/Film,False,Unlimited Aerial Systems Boomerang,FL
8/28/15,Aerial Technology International,"Photo/Film, Agriculture, Utilities/Energy/Infrastructure",True,"ATI AgBot, Thor X4, AgGasser",OR
8/28/15,Airvision LLC,Photo/Film,False,"DJI Phantom 2, DJI S1000 Plus, DJI S900, DJI Inspire, Remote Aerial Cinematography Systems sUAS",FL
8/31/15,Seiler Instrument Inc,"Agriculture, Utilities/Energy/Infrastructure",False,"Trimble UX5, Trimble UX5 hp",MO
8/31/15,Price of His Toys,"Photo/Film, Real Estate",False,"DJI Phantom 2 Vision, DJI Inspire",NC
8/31/15,Donald G Alexander,"Construction, Agriculture",False,DJI Inspire 1,MI
8/31/15,Holliday Sand and Gravel Company,"Construction, Utilities/Energy/Infrastructure",False,"DJI Phantom 2 Vision+, DJI Phantom 3",KS
8/31/15,Seminole Club Inc,Photo/Film,False,"Gryphon Dynamics X8, DJI Inspire 1",FL
8/31/15,Alaska Aerial Services,"Photo/Film, Agriculture, Construction, Conservation, Utilities/Energy/Infrastructure",True,"DJI Flame Wheel F450, DJI Flame Wheel F550, DJI S800, DJI S1000, DJI S900, 3D Robotics X8, 3D Robotics Aero-M",AK
8/31/15,iFlyJax LLC,Photo/Film,False,DJI Phantom 2 Vision+,FL
8/31/15,Roger D Duffell PhD,Photo/Film,False,DJI Phantom 2 Vision+,GA
8/31/15,John Massey,"Photo/Film, Real Estate",False,"DJI Phantom 2, DJI Phantom 3, DJI Inspire 1",OH
8/31/15,Brandon Taylor,"Photo/Film, Emergency Services, Utilities/Energy/Infrastructure, Real Estate, Construction",True,"DJI Phantom 2 Vision+, DJI Phantom 3 Professional",VA
8/31/15,Aero Tech Surveys,"Construction, Utilities/Energy/Infrastructure",False,SenseFly eBee,CA
8/31/15,Paul Alley,Real Estate,False,"3D Robotics Aero-M, DJI Phantom 2",WA
9/1/15,Delta Media Corporation,"Photo/Film, Emergency Services",False,DJI Inspire 1,LA
9/1/15,Turbine Aircraft Logistics LLC,Photo/Film,False,DJI Inspire 1,FL
9/1/15,NMotion UAS,"Photo/Film, Emergency Services, Government Contracting",False,"DJI Phantom 3, InstantEye Mk-2",KS
9/1/15,SkySight LLC,Photo/Film,False,Freefly Systems Cinestar 8,CO
9/1/15,Charles Howarth,"Photo/Film, Real Estate",False,DJI Phantom 3,CA
9/1/15,Andrew Lassiter,Real Estate,False,DJI Phantom 3 Professional,SC
9/1/15,Rise Above Video,"Real Estate, Insurance ",False,DJI Phantom 2 Vision,TX
9/1/15,Drone Services Hawaii LLC,Photo/Film,False,DJI Inspire 1,HI
9/1/15,Kevin G Kinsey,"Real Estate, Photo/Film, Construction",False,DJI Phantom 3,MD
9/1/15,William Scott Lincicome,Photo/Film,False,DJI Phantom 2 Vision +,NC
9/1/15,Ryu Engineering and Company PPLC,Agriculture,False,DJI Phantom II,ID
9/1/15,UAV Experts,"Agriculture, Scientific Studies, Photo/Film",False,"DJI Phantom 2, DJI Phantom 3, DJI Inspire 1, DJI S900, DJI S1000",GA
9/1/15,Gold Leaf Aviation LLC,"Real Estate, Photo/Film, Construction, Emergency Services",True,Yuneec Q500 Typhoon,TX
9/1/15,Rick Doyle Photography,"Construction, Photo/Film, Real Estate",False,DJI Phantom 3,HI
9/1/15,Jared L Oleson,"Real Estate, Construction",False,"DJI Phantom 3 Professional, DJI Inspire 1",FL
9/1/15,dba FlytImagery,"Agriculture, Real Estate, Construction, Photo/Film",True,"AgEagle, DJI Phantom 3",NE
9/1/15,AGL Imaging LLC,"Photo/Film, Agriculture, Construction",False,"DJI Inspire 1, DJI Phantom 3 Professional, Yuneec Typhoon Q500+",VA
9/1/15,MJ Aerial Photography LLC,Photo/Film,False,DJI Phantom 2,MI
9/1/15,Si Global,Photo/Film,False,"DJI Phantom 3, DJI Phantom 2, DJI Inspire 1, DJI S1000+, Aeryon SkyRanger",NY
9/1/15,Django Greenblatt-Seay,"Photo/Film, Agriculture, Emergency Services, Construction",True,"DJI Phantom 2, DJI Phantom 3, DJI Inspire 1, DJI Spreading Wings S800, DJI Spreading Wings S900, DJI Spreading Wings S1000, DJI Matrice 100, Cinestar 8, Altavian Nova F6500, Blade 350 QX3, AgEagle, 3D Robotics X8, 3D Robotics Iris, 3D Robotics Solo, SenseFly eBee, Yuneec Q500 Typhoon, DraganFlayer X4-ES, Trimble UX5, Microdrones MD4",NE
9/1/15,Precision Midwest LTD,"Agriculture, Utilities/Energy/Infrastructure",False,"Trimble UX5, Trimble UX5 HP",IL
9/1/15,Unmanned Aircraft Professional Services LLC,-,False,"DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1, DJI S1000+",-
9/1/15,Justin Mashuta,Real Estate,False,DJI Phantom 3 Professional,CT
9/1/15,Nobles Consulting Group,"Construction, Agriculture",False,"DJI Phantom 2, DJI Phantom 2 Vision",FL
9/1/15,EarthRes Inc,"Utilities/Energy/Infrastructure, Construction",False,3D Robotics Aeroâˆ’M,PA
9/1/15,From Above Photo Image,"Photo/Film, Conservation",False,"DJI Phantom 3, DJI F550, DJI S1000, Trimble Ux5 HP",TX
9/1/15,Blackhound Creative Werks,"Real Estate, Photo/Film",False,DJI Phantom 2 Vision+,SC
9/1/15,Sky-View Aerial Services LLC,"Utilities/Energy/Infrastructure, Government Contracting, Real Estate",True,DJI Phantom 3,NJ
9/1/15,CC Patterson and Associates,"Conservation, Scientific Studies",False,"DJI Phantom 3, DJI Inspire 1",OR
9/1/15,Padgett Builders LLC,"Real Estate, Emergency Services, Construction",False,DJI Phantom 2 Vision+,VA
9/2/15,Lockheed Martin,"Manufacturer, Scientific Studies",False,DJI Phantom 2,CA
9/2/15,FC Robotics Inc,Construction,False,DJI Phantom 2,FL
9/2/15,Sparktech Imagery LLC,Photo/Film,False,"DJI Phantom 2 Vision +, DJI Phantom 3 Professional, DJI Inspire",FL
9/2/15,Hal Mills and Associates LLC,"Agriculture, Photo/Film",False,SenseFly eBee,GA
9/2/15,Russel Graves,"Photo/Film, Agriculture, Construction",False,"DJI Inspire 1, DJI Phantom 2 Vision+",TX
9/2/15,Thomas Johann Walter,"Photo/Film, Utilities/Energy/Infrastructure, Construction, Agriculture",True,DJI Phantom 3,CA
9/2/15,Aerial Video Solutions Inc,Photo/Film,False,"DJI Phantom 2 Vision+, DJI Inspire 1, Tarot 680PRO",AZ
9/2/15,Ghost Drone Imaging,"Photo/Film, Real Estate",False,"DJI Phantom 3 Professional, DJI Phantom 2",TX
9/2/15,Realistic Image,Photo/Film,False,DJI Inspire 1,FL
9/2/15,David Allardyce,"Photo/Film, Agriculture, Construction",False,"DJI Inspire 1, DJI S900, DJI Phantom 2",IA
9/2/15,Skyeography LLC,"Real Estate, Photo/Film",False,Parrot Bebop,CA
9/2/15,HSEarchitects,Construction,False,"DJI F550, DJI F450, Steadidrone Q4D",OK
9/2/15,Ken Shelton Photography,Real Estate,False,Yuneec Q500 Typhoon,FL
9/2/15,Norman Whitehurst,"Real Estate, Photo/Film, Emergency Services, Construction",True,"DJI Phantom 2 Vision+, DJI Phantom 3 Professional",CA
9/2/15,Robert Augustine,"Real Estate, Photo/Film",False,DJI Phantom Vision 2+,KY
9/2/15,Limitless Drones LLC,"Real Estate, Photo/Film",False,"DJI S1000, DJI S900, DJI Phantom 2, DJI Inspire 1",FL
9/2/15,Russell E Medley,Photo/Film,False,"DJI Inspire 1, DJI Spreading Wings S1000+.",WV
9/2/15,Chesapeake Bay Helicopters Inc,"Photo/Film, Conservation, Utilities/Energy/Infrastructure",True,DJI Inspire 1,VA
9/2/15,Brian Morson,Real Estate,False,DJI Phantom 3,FL
9/2/15,417 Drone Imaging LLC,"Photo/Film, Agriculture, Real Estate, Construction",True,"DJI Inspire 1, DJI S900, DJI Phantom 2, DJI Phantom 3, 3D Robotics Solo",MO
9/2/15,Desiree Ekstein,"Photo/Film, Real Estate, Construction, Agriculture, Emergency Services",True,"DJI Phantom 2 Vision +, DJI Phantom 3",CA
9/2/15,Aerovista LLC,"Construction, Conservation, Real Estate, Emergency Services, Agriculture",True,"3D Robotics Solo, SenseFly eBee RTK",AZ
9/2/15,Stephen Warriner,Photo/Film,False,DJI Phantom 3,MA
9/2/15,Rupestrian CyberServices,Scientific Studies,False,"DJI Phantom 2, DJI Phantom 2 Vision+, DJI Phantom 3",AZ
9/2/15,Intelligent Imagery LLC,"Photo/Film, Emergency Services",False,"DJI Phantom 2, DJI Phantom 2 Vision+, DJI Phantom 3 Advanced, DJI Phantom 3 Professional, DJI S900, DJI S1000, DJI Inspire 1",NC
9/3/15,Rhody Air LLC,Photo/Film,False,"Horizon Blade 350 QX3, 3D Robotics Solo",RI
9/3/15,Mr. Brian D. Fiske III,"Agriculture, Real Estate, Insurance, Photo/Film. ",True,"DJI Inspire 1, DJI Phantom 3 Professional",CA
9/3/15,Mr. Ahmed Jamal Khan,"Construction, Photo/Film, Real Estate",False,DJI Phantom 3 Professional,NV
9/3/15,"Bitcentral, Inc.",Photo/Film,False,"DJI S900, DJI S1000+, DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1",CA
9/3/15,Icarus Aerial Media Inc.,"Photo/Film, Emergency Services",False,DJI Phantom 3,NY
9/3/15,UAV Aerial Video,"Real Estate, Photo/Film, Utilities/Energy/Infrastructure, Emergency Services",True,"DJI Phantom 2 Vision+, DJI Phantom 3",TX
9/3/15,Beargrass Imaging,"Photo/Film, Utilities/Energy/Infrastructure",False,DJI Phantom 3 Professional,MT
9/3/15,Mr. Michael C. Carlini,Photo/Film,False,Phantom 2 Vision+,OR
9/3/15,Mr. Keith A. Redlin,"Construction, Real Estate, Photo/Film",False,"BLADE 350 QX AP, DJI Inspire 1",MI
9/3/15,DB Aero LLC,"Photo/Film, Emergency Services, Education",False,DJI Phantom 2,CO
9/3/15,"QCRD, LLC","Photo/Film, Real Estate, Agriculture, Utilities/Energy/Infrastructure, Emergency Services",True,"DJI Spreading Wings S900, DJI Flamewheel F450",PA
9/3/15,ImageWise Video LLC,"Photo/Film, Real Estate, Emergency Services, Construction",True,DJI Inspire 1,OR
9/3/15,Fourpoint Media LLC,Photo/Film,False,DJI Phantom 2,OR
9/3/15,KCSI Aerial Patrol,"Photo/Film, Utilities/Energy/Infrastructure, Real Estate, Construction, Emergency Services",True,"DJI Phantom 2, DJI Inspire 1",CA
9/3/15,Mr. Raymesh Cintron,"Construction, Real Estate, Photo/Film",False,DJI Phantom 3,PR
9/3/15,SkyLens LLC dba Film and Flight,Photo/Film,False,"DJI Phantom 3, DJI Inspire 1",FL
9/3/15,Ohio Valley Archaeology Inc.,Scientific Studies,False,"DJI Phantom 2, DJI Phantom 3",OH
9/3/15,Media General Inc.,Photo/Film,False,DJI Inspire 1,MD
9/3/15,Wilson and Associates Engineering Surveying,Construction,False,senseFly eBee,TN
9/3/15,Videophotog Productions,Photo/Film,False,DJI Inspire 1,FL
9/3/15,Phoenix Drone Pros,"Real Estate, Photo/Film, Utilities/Energy/Infrastructure, Emergency Services",True,DJI Inspire 1,AZ
9/4/15,"EvoImagery, LLC","Utilities/Energy/Infrastructure, Agriculture, Construction, Scientific Studies",True,"3D Robotics X8, 3D Robotics Aero, 3D Robotics Y6",x
9/8/15,"Qualcomm Technologies, Inc",Scientific Studies,False,DJI Flamewheel F450,CA
9/8/15,Mr. Edward Regan,Photo/Film,False,DJI Phantom 2,MT
9/8/15,"Central Virginia Aerial Solutions, LLC","Photo/Film, Insurance, Agriculture, Construction, Real Estate, Conservation",True,"DJI Phantom 2, DJI Phantom 2 Vision+, DJI Inspire",VA
9/8/15,Mr. Peter P. Miller,Photo/Film,False,DJI Phantom 3,OH
9/8/15,"Stratis Imaging, Inc.","Photo/Film, Utilities/Energy/Infrastructure, Agriculture",True,"DJI Flamewheel F450, Tarot Iron Man 680 Pro",WA
9/8/15,Ron Davison LLC,"Photo/Film, Real Estate",False,DJI Inspire 1,WY
9/8/15,Mr. John G. Quinn,Photo/Film,False,DJI Phantom 2 Vision+,OH
9/8/15,"Innovative Marketing Solutions, Inc.","Photo/Film, Agriculture",False,"DJI Phantom 2 Vision+, DJI Phantom 3 Professional",MN
9/8/15,DBPANO LLC,Real Estate,False,DJI S1000,FL
9/8/15,Nex Gen Aerial Imaging,Photo/Film,False,"DJI Phantom 3, DJI Inspire 1",NH
9/8/15,Atlas Eagle Vision LLC,"Real Estate, Photo/Film",False,"DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1",FL
9/8/15,Mr. Kenneth A. Stephens,"Photo/Film, Utilities/Energy/Infrastructure, Construction, Real Estate",True,DJI S1000,AK
9/8/15,"ELOS Environmental, LLC","Photo/Film, Scientific Studies, Construction",False,"DJI Phantom 2 Vision+, DJI Phantom 3",LA
9/8/15,Mr. Vincent A. Flanagan,"Photo/Film, Scientific Studies, Conservation",False,DJI Phantom 3,FL
9/8/15,adPharos LLC,"Photo/Film, Emergency Services, Education",False,DJI Inspire 1,GA
9/8/15,Dba Urban Static Inc/Urban Aerials,"Real Estate, Photo/Film, Emergency Services, Education",True,"DJI Inspire 1, DJI S1000, DJI S900",FL
9/8/15,"Princess Delivery Express, LLC","Photo/Film, Construction, Real Estate",False,DJI Phantom 2,TX
9/8/15,Mr. Brian DeBoer,"Photo/Film, Real Estate",False,DJI Phantom 3 Vision,MI
9/8/15,Mr. Jordan Senecal,"Real Estate, Utilities/Energy/Infrastructure, Agriculture, Conservation, Government Contracting",True,"DJI Phantom 3, DJI Inspire 1",GA
9/8/15,Mr. Brian Stanford,"Photo/Film, Utilities/Energy/Infrastructure, Emergency Services",True,Quanum 680UC Pro,CA
9/8/15,Over Exposure,"Real Estate, Photo/Film, Utilities/Energy/Infrastructure, Emergency Services",True,"DJI Phantom 2 Vision+, DJI Phantom 3 Professional",NE
9/8/15,"iFLYcinema, LLC",Photo/Film,False,"Intuitive Aerial Aerigon, DJI Spreading Wings S1000, DJI Inspire 1",x
9/9/15,Wilson Security Agency,"Emergency Services, Government Contracting",False,Hubsan H109S,NC
9/9/15,"KVARA, Inc.",Photo/Film,False,"DJI Inspire 1, 3D Robotics Solo, Microdrones MD4-200, Microdrones MD4-1000, Microdrones MD4-3000",IN
9/9/15,"J.L. Patterson and Associates, Inc",Utilities/Energy/Infrastructure,False,SenseFly eBee,CA
9/9/15,"BetterView Marketplace, Inc",Construction,False,"DJI Phantom 2, DJI Phantom 2 Vision+, DJI Inspire 1, 3D Robotics Iris+",CA
9/9/15,"UAV DUDES, LLC",Real Estate,False,DJI FlameWheel 550,FL
9/9/15,"Ravenwood HD Services, LLC",Photo/Film,False,3D Robotics X8+,AK
9/9/15,Digital System Incorporated,"Real Estate, Photo/Film, Construction, Education",True,DJI Phantom 2 Vision+ DJI Inspire 1,NY
9/9/15,"Satstellar, LLC",Construction,False,"3D Robotics X8-M, 3DRobotics Aero-M, 3DRobotics Iris+, 3DRobotics X8+, Altavian Nova 6500, Altavian Nova 8400, Delair-Tech DT-18, DJI Inspire 1, DJI Phantom 1, DJI Phantom 2 Vision, DJI Phantom 2 Vision +, DJI Phantom 3, DJI Phantom FC40, MicroDrones MD4-200, MicroDrones MD-1000, PrecisionHawk Lancaster, Riegl RiCopter, senseFly eBee, senseFly eXom, senseFly eBee RTK, Trimble UX5, Trimble UX5 HP",MD
9/9/15,"Nothing Films, Inc.",Photo/Film,False,"DJI Phantom 2, DJI Inspire 1",CA
9/9/15,Steven L. Hayes,Photo/Film,False,3D Robotics IRIS+,VA
9/9/15,"Olympic Aerial Solutions, LLC","Photo/Film, Real Estate, Utilities/Energy/Infrastructure, Emergency Services",True," DJI Phantom 1, DJI Phantom 2 Vision+, DJI Phantom 3,  DJI Inspire 1",WA
9/9/15,William English,Emergency Services,False," 3DRobotics DYI Quad, DJI Phantom 2 Vision, DJI Inspire 1, DJI Phantom 3, 3DRobotics Solo, 3DRobotics X8",VA
9/9/15,Star City SkyCams,Real Estate,False,DJI Phantom 2 Vision+,VA
9/9/15,Heavenly Pictures,"Real Estate, Emergency Services",False,DJI Phantom 2 Vision+,KY
9/9/15,West Coast Aerial Productions ,"Real Estate, Photo/Film",False,"DJI Inspire 1, DJI S1000",CA
9/9/15,Sound Visions Media,"Photo/Film, Emergency Services, Utilities/Energy/Infrastructure",True," DJI Inspire 1, DJI Phantom 3, 3DRobotics Solo",CA
9/9/15,Ag Tech Enterprises Inc. ,Agriculture,False, SenseFly eBee,CA
9/9/15,Robbins Land Survey Inc. ,"Construction, Real Estate, Insurance",False," 3D Robotics X8+, 3D Robotics X8-M, DJI Inspire 1",GA
9/9/15,Winn Fuqua Photography Inc. ,"Photo/Film, Real Estate, Construction, Agriculture",True," DJI Phantom 2, DJI Inspire 1",TX
9/9/15,Adam Marquart,"Real Estate, Construction",False, DJI Phantom 3 Professional,NE
9/9/15,"Aeronautic Imagery, LLC","Utilities/Energy/Infrastructure, Construction, Agriculture",True, DJI Phantom 3 Professional,WV
9/10/15,Kevin Wardwell,"Photo/Film, Real Estate",False,3D Robotics IRIS+,ID
9/10/15,Jonathan Martin ,"Photo/Film, Real Estate",False,Tarot 650 Sport,PA
9/10/15,Travis Neuber,"Photo/Film, Real Estate",False,DJI Phantom 3,WI
9/10/15,"JOSA Industries, LLC",Photo/Film,False,DJI Phantom 2 Vision+,LA
9/10/15,"PIXELBUZZ, LLC",Photo/Film,False,"DJI Spreading Wings S1000, Aerial Pixel FX8 Elite Pro, DJI Phantom2, DJI Inspire 1",CA
9/10/15,Eric R. Willmes,"Photo/Film, Construction, Real Estate",False,DJI Phantom 2 Vision+,MI
9/10/15,"Drone NY, Inc.","Photo/Film, Real Estate, Construction, Emergency Services",True,"DJI Phantom 2 Vision+, DJI Inspire 1",NY
9/10/15,"SkyActiv Media, LLC","Photo/Film, Real Estate, Construction",False,DJI Phantom 3,OR
9/10/15,Altek Media Group ,"Construction, Real Estate, Photo/Film",False,DJI Phantom 3,CA
9/10/15,JimmyC LTD,Photo/Film,False,DJI Phantom 3 Professional ,TX
9/10/15,Cureative Communications LLC,"Construction, Agriculture, Real Estate, Photo/Film",True, DJI Inspire 1,KS
9/10/15,Buffalo Aerial Photography ,"Photo/Film, Real Estate",False,"DJI Phantom 3 Advanced, DJI Phantom 3 Professional",NY
9/10/15,ArizonaFPV LLC,"Utilities/Energy/Infrastructure, Real Estate",False,"senseFly eBee, DJI S900",AZ
9/10/15,Jeremy Wilkins,"Real Estate, Agriculture, Photo/Film",False,"DJI Inspire 1, DJI Phantom 3",MD
9/11/15,Aerial Experts LLC,Photo/Film,False,"FreeFly Alta, DJI S900, DJI Inspire 1",FL
9/11/15,Site Safety Solutions LLC,"Utilities/Energy/Infrastructure, Construction",False,Aibot X6,NC
9/11/15,Bryan Harvey Films Inc. ,"Utilities/Energy/Infrastructure, Photo/Film, Cnstruction",False,"Gryphon Dynamics X8, DJI Inspire 1, Freefly Cinestar 8",NC
9/11/15,Martha's Vineyard Productions,Photo/Film,False,"DJI Phantom 2, DJI Phantom 3, DJI Inspire 1",MA
9/11/15,Terp et al LLC,"Photo/Film, Construction, Utilities/Energy/Infrastructure, Real Estate, Agriculture, Emergency Services, Education",True,"Yuneec Q500, 3D Robotics Iris+",CA
9/11/15,Seacoast Aerial View,Real Estate,False,DJI Phantom 2 Vision+,NH
9/11/15,Texas State Drone,Photo/Film,False,"DJI Phantom 2 Vision+, DJI Inspire 1",TX
9/11/15,"Research Laboratories, Inc.","Photo/Film, Real Estate",False,DJI Phantom 2,CA
9/11/15,Shot Hunters Media LLC,"Photo/Film, Real Estate",False,DJI Phantom 3 Professional,CA
9/11/15,A Sound Strategy Inc. ,Real Estate,False,"DJI Phantom 3 Advanced, 3D Robotics Solo",PA
9/11/15,PeroDigm Design Studio LLC,"Construction, Photo/Film, Real Estate",False,DJI Phantom 2 Vision+ ,WI
9/11/15,Marc Ceres,"Photo/Film, Agriculture",False,DJI Inspire 1,CA
9/11/15,Desert Aerial LLC,Photo/Film,False,DJI Inspire 1,AZ
9/11/15,IMCO General Construction Inc	,Construction,False,"DJI Phantom 2, DJI Phantom 3",FL
9/11/15,Guillermo Soto,"Photo/Film, Real Estate",False,DJI Phantom 3 Professional ,GA
9/14/15,"Redhawk Aerial Imaging, Inc. ","Construction, Real Estate, Agriculture, Utilities/Energy/Infrastructure",True,DJI Phantom 2,IL
9/14/15,360 Sky Vision LLC,"Construction, Real Estate, Photo/Film",False,DJI Phantom 2 Vision+,NJ
9/14/15,Above and Beyond Productions LLC,"Agriculture, Construction, Real Estate, Photo/Film",True,"DJI Inspire 1,  DJI F550",IN
9/14/15,Carl H. Schneider,"Construction, Real Estate",False,Yuneec Q500 Typhoon,FL
9/14/15,Vineyard Aviation LLC,"Agriculture, Real Estate",False,DJI Phantom 3 Professional,FL
9/14/15,Big Sky UAV LLC,Photo/Film,False,DJI Inspire 1,MT
9/14/15,RRS Aerial Media LLC,"Education, Photo/Film, Real Estate, Construction, Agriculture, Utilities/Energy/Infrastructure",True,"DJI 550 Flame Wheel, DJI S1000+, 3DRobotics Iris+, 3DRobotics X8+, 3DRobotics, X8-M, 3DRobotics Aero-M, PrecisionHawk",TX
9/14/15,Shakyamuni Films LLC,"Photo/Film, Real Estate",False,DJI Inspire 1,NV
9/14/15,Ryan Wellvang,"Agriculture, Insurance, Real Estate",False,DJI Inspire 1,WI
9/14/15,Bocook Engineering,Construction,False,SenseFly eBee,KY
9/14/15,Remote Intelligence LLC,Photo/Film,False,"Prioria Maveric, Prioria Hex ",PA
9/16/15,Kralicek Aerial Photography ,Real Estate,False,Tarot 650,TX
