Midland,Texas,TX,United States of America,/cities/midland,,Aug,2015,https://newsroom.uber.com/us-texas/midland/,31.99,-102.07
San Antonio,Texas,TX,United States of America,/cities/san-antonio,,Mar,2014,https://newsroom.uber.com/us-texas/saddle-up-san-antonio-your-uberx-has-arrived/,29.42,-98.49
Waco,Texas,TX,United States of America,/cities/waco,,Aug,2014,https://www.facebook.com/wacouber/info/?tab=page_info,31.54,-97.14
Salt Lake City,Utah,UT,United States of America,/cities/salt-lake-city,,May,2014,https://newsroom.uber.com/us-utah/slc-your-uber-has-arrived-and-its-free/,40.76,-111.89
Burlington,Vermont,VT,United States of America,/cities/burlington,,Oct,2014,http://www.burlingtonfreepress.com/story/news/local/2014/10/09/uber-officially-comes-burlington/16966319/,44.47,-73.21
Charlottesville-Harrisonburg,Virginia,VA,United States of America,/cities/charlottesville-va,,Aug,2014,http://www.dailyprogress.com/news/business/rideshare-company-uber-rolling-into-charlottesville/article_0ca308b8-2f11-11e4-8410-001a4bcf6878.html,38.03,-78.48
Hampton Roads,Virginia,VA,United States of America,/cities/virginia-beach,,May,2014,http://pilotonline.com/inside-business/news/maritime-and-transportation/uber-lyft-taxis-hit-the-streets-in-hampton-roads-state/article_0caadd60-28c6-51ea-b638-b028f38fe3ab.html,36.85,-75.98
Richmond,Virginia,VA,United States of America,/cities/richmond,,Aug,2014,http://www.richmond.com/business/local/article_fdb57abd-13e5-5070-864d-0e67e522b527.html,37.55,-77.46
Roanoke-Blacksburg,Virginia,VA,United States of America,/cities/roanoke,,Aug,2014,http://www.roanoke.com/news/local/blacksburg/uber-launches-ride-sharing-service-in-roanoke-blacksburg/article_55a6cafb-2c15-5b78-bf4e-438d6531a18b.html,37.27,-79.93
Bellingham,Washington,WA,United States of America,/cities/bellingham,,Nov,2015,http://www.bellinghamherald.com/news/local/article45677118.html,48.75,-122.48
Seattle,Washington,WA,United States of America,/cities/seattle,,Aug,2011,https://newsroom.uber.com/us-washington/2011/08/12/you-are-now-free-to-move-about-seattle/,47.6,-122.33
Spokane,Washington,WA,United States of America,/cities/spokane,,May,2014,https://newsroom.uber.com/us-washington/2014/05/08/spokane-your-uberx-is-arriving-now-and-its-free/,47.65,-117.42
Tacoma,Washington,WA,United States of America,/cities/tacoma,,April,2014,http://www.king5.com/story/news/local/tacoma/2014/08/05/13415722/,47.25,-122.44
Vancouver,Washington,WA,United States of America,/cities/vancouver-wa,,Jul,2014,https://newsroom.uber.com/vancouver-wa/vancouver-washington-we-have-arrived/,45.63,-122.66
Green Bay,Wisconsin,WI,United States of America,/cities/green-bay,,Oct,2014,https://newsroom.uber.com/green-bay/uber-launching-in-green-bay-with-free-rides/,44.51,-88.01
Madison,Wisconsin,WI,United States of America,/cities/madison,,Mar,2014,https://newsroom.uber.com/madison/madison-your-uber-has-arrived/,43.07,-89.4
Milwaukee,Wisconsin,WI,United States of America,/cities/milwaukee,,Feb,2014,https://newsroom.uber.com/milwaukee/uber-rolls-into-brew-city-with-rider-zero-brandon-knight/,43.03,-87.9
